200.225.115.220 - - [13/Nov/2024:03:28:26 +0000] "GET / HTTP/1.1" 200 1103 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1"
45.84.89.2 - - [13/Nov/2024:04:04:48 +0000] "GET / HTTP/1.1" 200 1982 "-" "Mozilla/6.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Inspici (www.inspici.com)"
1.231.222.25 - - [13/Nov/2024:04:11:03 +0000] "GET / HTTP/1.0" 200 1970 "-" "Mozilla/5.0 (Linux; U; Android 4.0.3; ko-kr; LG-L160L Build/IML74K) AppleWebkit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
179.43.191.98 - - [13/Nov/2024:04:13:16 +0000] "GET / HTTP/1.1" 200 1103 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
178.215.236.240 - - [13/Nov/2024:04:18:36 +0000] "GET /.git/config HTTP/1.1" 200 260 "-" "Mozilla/5.0 (Linux; Android 9; LM-G820) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
154.213.191.23 - - [13/Nov/2024:04:29:38 +0000] "GET / HTTP/1.1" 200 1103 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
185.189.182.234 - - [13/Nov/2024:04:38:37 +0000] "GET / HTTP/1.1" 400 166 "-" "-"
152.42.171.136 - - [13/Nov/2024:04:41:43 +0000] "GET /.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:43 +0000] "GET /public/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:43 +0000] "GET /laravel/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:44 +0000] "GET /laravel/core/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:44 +0000] "GET /beta/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:45 +0000] "GET /kyc/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:45 +0000] "GET /admin/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:45 +0000] "GET /prod/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:46 +0000] "GET /api/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:46 +0000] "GET /.env.dist HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:46 +0000] "GET /content/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:47 +0000] "GET /.env.bak HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:47 +0000] "GET /Lara/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:47 +0000] "GET /api/shared/config/config.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:48 +0000] "GET /api/shared/config.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:48 +0000] "GET /config.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:48 +0000] "GET /website/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:49 +0000] "GET /development/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:49 +0000] "GET /staging/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:50 +0000] "GET /production/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:50 +0000] "GET /dev/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:50 +0000] "GET /backend/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:51 +0000] "GET /api/shared/config/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:51 +0000] "GET /api/shared/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:51 +0000] "GET /api/config.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:52 +0000] "GET /.env.dev.local HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:52 +0000] "GET /.env.development.local HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:52 +0000] "GET /.env.prod.local HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:53 +0000] "GET /.env.production.local HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:53 +0000] "GET /.env.local HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:53 +0000] "GET /.env.example HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:54 +0000] "GET /.env.stage HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:54 +0000] "GET /.env.live HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:54 +0000] "GET /.env_1 HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:55 +0000] "GET /.env.old HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:55 +0000] "GET /.env_sample HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:56 +0000] "GET /.env.private HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:56 +0000] "GET /.env.template HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:56 +0000] "GET /.env.override HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:57 +0000] "GET /.env.test HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:57 +0000] "GET /.env.staging HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:57 +0000] "GET /.env.backup HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:58 +0000] "GET /.env.example.local HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:58 +0000] "GET /.env.settings HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:58 +0000] "GET /.env.config HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:59 +0000] "GET /.env.secure HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:59 +0000] "GET /env.template HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:41:59 +0000] "GET /.env.production HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:00 +0000] "GET /.env.development HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:00 +0000] "GET /.env.prod HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:01 +0000] "GET /.env.save HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:01 +0000] "GET /old/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:01 +0000] "GET /crm/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:02 +0000] "GET /local/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:02 +0000] "GET /app/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:02 +0000] "GET /core/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:03 +0000] "GET /apps/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:03 +0000] "GET /application/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:03 +0000] "GET /web/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:04 +0000] "GET /symfony/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:04 +0000] "GET /django/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:04 +0000] "GET /flask/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:05 +0000] "GET /next/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:05 +0000] "GET /nuxt/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:06 +0000] "GET /react/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:06 +0000] "GET /vue/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:06 +0000] "GET /.env.docker HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:07 +0000] "GET /.env.dev HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:07 +0000] "GET /.env.testing HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:07 +0000] "GET /.env.qa HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:08 +0000] "GET /.env.stage.local HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:08 +0000] "GET /.env.deploy HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:08 +0000] "GET /.env.preview HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:09 +0000] "GET /.env.debug HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:09 +0000] "GET /.env.tmp HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:09 +0000] "GET /.env.copy HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:10 +0000] "GET /.env.orig HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:10 +0000] "GET /.env.backup.local HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:10 +0000] "GET /.env~ HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:11 +0000] "GET /.env.swp HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:11 +0000] "GET /.env.save.1 HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:12 +0000] "GET /.env.bk HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:12 +0000] "GET /src/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:12 +0000] "GET /config/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:13 +0000] "GET /setup/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:13 +0000] "GET /docker/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:13 +0000] "GET /system/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:14 +0000] "GET /admin/config/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:14 +0000] "GET /admin/system/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:14 +0000] "GET /backend/config/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:15 +0000] "GET /api/v1/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:15 +0000] "GET /api/v2/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:15 +0000] "GET /services/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.42.171.136 - - [13/Nov/2024:04:42:16 +0000] "GET /portal/.env HTTP/1.1" 404 196 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
